in,out,beat,dajiao_finish,on position,zukuang_finish,a1,a2,b1,b2,c1,c2,c3,c4,time
2021/11/20 0:48,2021/11/20 0:48,28,47 38,48 00,48 21,26,22,46,45,84,43,44,83,19
2021/11/20 0:49,2021/11/20 0:49,29,48 34,48 58,49 21,26,22,46,45,83,44,45,83,18
2021/11/20 0:50,2021/11/20 0:50,39,49 35,49 59,50 23,26,23,46,45,83,42,44,82,19
2021/11/20 0:50,2021/11/20 0:51,25,50 04,50 32,51 02,25,22,46,45,84,43,43,84,19
2021/11/20 0:55,2021/11/20 0:56,31,50 35,51 11,55 57,26,22,46,45,83,43,44,83,19
2021/11/20 0:59,2021/11/20 1:01,96,00 48,00 56,01 05,26,23,46,45,83,44,43,83,17
2021/11/20 1:01,2021/11/20 1:01,22,01 07,01 18,01 27,26,22,47,46,85,43,45,82,37
2021/11/20 1:01,2021/11/20 1:01,20,01 26,01 36,01 46,27,23,47,46,83,43,43,83,19
2021/11/20 1:01,2021/11/20 1:02,38,01 45,01 55,02 06,27,23,47,46,84,44,43,84,19
2021/11/20 1:02,2021/11/20 1:02,26,02 04,02 14,02 44,25,22,46,45,82,43,44,83,19
2021/11/20 1:02,2021/11/20 1:03,27,02 23,02 53,03 10,26,22,46,45,84,43,43,84,19
2021/11/20 1:03,2021/11/20 1:03,29,02 57,03 18,03 37,26,22,46,45,83,43,44,83,19
2021/11/20 1:03,2021/11/20 1:04,28,03 23,03 46,04 08,26,22,46,45,85,44,45,84,18
2021/11/20 1:04,2021/11/20 1:04,30,03 49,04 17,04 36,26,22,46,45,82,45,43,83,18
2021/11/20 1:04,2021/11/20 1:05,30,04 51,04 59,05 08,26,23,46,45,84,43,44,82,19
2021/11/20 1:13,2021/11/20 1:15,91,14 57,15 05,15 14,26,22,46,45,84,43,44,82,37
2021/11/20 1:15,2021/11/20 1:15,23,15 16,15 27,15 36,26,22,47,46,82,44,44,82,37
2021/11/20 1:15,2021/11/20 1:16,19,15 35,15 45,15 55,27,22,48,46,85,43,43,84,19
2021/11/20 1:16,2021/11/20 1:16,22,15 54,16 04,16 15,27,22,47,46,83,45,45,82,19
2021/11/20 1:16,2021/11/20 1:16,26,16 13,16 23,16 37,26,23,47,46,84,43,44,83,19
2021/11/20 1:16,2021/11/20 1:17,27,16 32,16 45,17 03,26,22,46,45,84,43,44,84,19
2021/11/20 1:17,2021/11/20 1:17,24,16 51,17 11,17 30,25,22,46,45,82,44,45,82,19
2021/11/20 1:17,2021/11/20 1:18,26,17 16,17 38,17 54,26,22,47,45,83,44,44,83,19
2021/11/20 1:19,2021/11/20 1:19,30,18 08,18 29,19 19,26,22,46,45,83,46,44,83,19
2021/11/20 1:19,2021/11/20 1:20,26,18 34,19 28,19 49,26,22,46,45,83,43,44,84,19
2021/11/20 1:20,2021/11/20 1:20,26,19 32,19 57,20 15,26,23,46,45,83,43,43,82,19
2021/11/20 1:20,2021/11/20 1:20,30,20 02,20 24,20 41,26,22,46,45,83,43,44,84,19
2021/11/20 1:20,2021/11/20 1:21,45,20 28,20 50,21 11,25,22,46,45,84,43,44,82,18
2021/11/20 1:21,2021/11/20 1:22,54,20 54,21 19,21 56,26,22,46,45,83,45,44,84,18
2021/11/20 1:22,2021/11/20 1:23,27,21 24,22 05,22 50,26,22,46,46,83,43,44,83,19
2021/11/20 1:23,2021/11/20 1:23,26,22 09,22 59,23 18,25,23,46,45,85,43,44,83,17
2021/11/20 1:23,2021/11/20 1:24,32,23 04,23 26,23 43,25,22,46,46,82,45,45,82,18
2021/11/20 1:24,2021/11/20 1:24,28,23 31,23 52,24 15,26,23,46,46,81,44,44,81,19
2021/11/20 1:24,2021/11/20 1:24,28,23 56,24 23,24 43,26,22,46,45,83,44,44,84,19
2021/11/20 1:32,2021/11/20 1:33,19,24 28,24 52,32 57,26,23,46,45,84,43,43,83,19
2021/11/20 1:33,2021/11/20 1:33,19,24 56,33 06,33 22,26,24,47,46,84,43,43,84,18
2021/11/20 1:33,2021/11/20 1:33,19,33 10,33 30,33 50,26,23,46,46,83,45,46,83,18
2021/11/20 1:34,2021/11/20 1:34,19,33 34,33 58,34 16,26,22,46,46,84,42,44,81,18
2021/11/20 1:34,2021/11/20 1:34,21,34 20,34 29,34 40,26,22,46,46,83,45,43,84,20
2021/11/20 1:34,2021/11/20 1:35,65,34 39,34 48,35 02,27,24,47,46,81,44,44,83,37
2021/11/20 1:35,2021/11/20 1:36,21,35 17,35 25,36 07,26,23,46,45,84,43,43,84,19
2021/11/20 1:36,2021/11/20 1:36,44,35 36,36 16,36 28,27,23,47,46,83,44,44,83,37
2021/11/20 1:36,2021/11/20 1:37,31,36 20,36 36,37 12,26,23,46,45,84,43,43,84,19
2021/11/20 1:37,2021/11/20 1:38,34,36 40,37 20,37 43,26,23,46,45,83,45,44,82,17
2021/11/20 1:38,2021/11/20 1:38,28,37 25,37 52,38 17,25,22,46,45,83,44,44,84,20
2021/11/20 1:38,2021/11/20 1:39,38,37 56,38 26,38 45,27,23,46,45,84,42,42,84,36
2021/11/20 1:39,2021/11/20 1:39,37,38 30,38 54,39 23,26,22,46,45,84,44,44,85,18
2021/11/20 1:39,2021/11/20 1:40,32,38 58,39 32,40 00,26,22,46,45,83,43,44,82,18
2021/11/20 1:40,2021/11/20 1:41,47,39 37,40 09,40 32,26,22,46,45,84,43,43,85,18
2021/11/20 1:41,2021/11/20 1:41,36,40 13,40 40,41 19,26,23,46,45,84,43,43,84,19
2021/11/20 1:41,2021/11/20 1:42,30,40 45,41 28,41 55,26,22,46,46,83,43,44,83,17
2021/11/20 1:42,2021/11/20 1:42,37,41 32,42 04,42 25,26,23,46,45,84,44,44,84,19
2021/11/20 1:42,2021/11/20 1:43,32,42 09,42 34,43 02,26,23,46,45,82,45,45,83,18
2021/11/20 1:44,2021/11/20 1:45,19,42 37,43 11,45 11,27,23,46,45,84,43,44,83,19
2021/11/20 1:51,2021/11/20 1:52,59,52 25,52 33,52 42,26,22,46,46,84,43,44,83,17
2021/11/20 1:52,2021/11/20 1:53,23,52 44,52 55,53 05,26,22,47,46,82,44,44,83,38
2021/11/20 1:53,2021/11/20 1:53,19,53 03,53 13,53 24,27,24,47,46,83,43,43,83,19
2021/11/20 1:53,2021/11/20 1:54,34,53 22,53 32,53 43,26,24,47,46,83,44,44,83,19
2021/11/20 1:54,2021/11/20 1:54,25,53 41,53 51,54 18,27,23,46,45,85,42,44,83,19
2021/11/20 1:54,2021/11/20 1:54,30,54 00,54 26,54 42,25,24,46,46,85,42,44,84,19
2021/11/20 1:54,2021/11/20 1:55,27,54 31,54 50,55 12,26,23,46,45,83,44,43,84,19
2021/11/20 1:55,2021/11/20 1:55,29,54 55,55 20,55 39,26,22,46,45,83,43,44,83,19
2021/11/20 1:55,2021/11/20 1:56,28,55 25,55 48,56 08,26,23,46,46,83,44,45,83,18
2021/11/20 1:56,2021/11/20 1:56,29,55 53,56 17,56 36,26,22,46,45,83,45,46,82,19
2021/11/20 1:56,2021/11/20 1:57,33,56 22,56 45,57 05,26,23,46,45,83,43,43,82,19
2021/11/20 1:57,2021/11/20 1:58,43,57 18,57 47,58 05,26,23,46,45,82,43,43,82,18
2021/11/20 1:58,2021/11/20 1:58,25,57 51,58 14,58 48,26,23,46,45,84,44,43,84,19
2021/11/20 1:58,2021/11/20 1:59,31,58 18,58 57,59 13,26,22,47,45,83,43,45,82,18
2021/11/20 1:59,2021/11/20 2:00,65,59 01,59 21,59 44,25,22,46,45,83,44,44,82,18
2021/11/20 2:00,2021/11/20 2:00,21,59 25,59 53,00 49,26,22,46,45,83,45,45,83,18
2021/11/20 2:00,2021/11/20 2:02,81,01 55,02 03,02 12,26,22,46,45,82,44,44,83,20
2021/11/20 2:02,2021/11/20 2:02,23,02 14,02 25,02 35,26,22,46,46,83,45,45,82,37
2021/11/20 2:02,2021/11/20 2:02,19,02 33,02 43,02 54,27,23,47,46,83,45,44,82,19
2021/11/20 2:02,2021/11/20 2:03,27,02 52,03 02,03 13,26,23,47,46,82,44,42,84,19
2021/11/20 2:03,2021/11/20 2:03,32,03 11,03 22,03 40,26,22,46,45,82,44,44,83,19
2021/11/20 2:03,2021/11/20 2:04,51,03 30,03 49,04 12,26,23,46,45,84,44,44,83,19
2021/11/20 2:04,2021/11/20 2:06,80,03 53,04 20,05 03,26,23,46,45,84,44,44,84,19
2021/11/20 2:06,2021/11/20 2:06,28,04 25,05 11,06 23,26,22,46,46,83,43,44,84,18
2021/11/20 2:06,2021/11/20 2:07,32,05 16,06 32,06 51,26,22,46,45,83,44,44,83,19
2021/11/20 2:07,2021/11/20 2:07,31,06 37,07 00,07 23,26,23,46,45,82,43,45,83,19
2021/11/20 2:07,2021/11/20 2:08,35,07 04,07 32,07 54,26,23,46,45,84,43,43,84,19
2021/11/20 2:08,2021/11/20 2:08,32,07 37,08 02,08 29,25,22,46,45,83,44,42,83,18
2021/11/20 2:10,2021/11/20 2:11,38,11 00,11 07,11 17,26,22,46,45,83,45,44,83,19
2021/11/20 2:11,2021/11/20 2:11,22,11 19,11 30,11 39,26,22,47,46,83,43,44,82,36
2021/11/20 2:12,2021/11/20 2:12,20,11 56,12 07,12 21,26,23,47,46,84,43,43,85,19
2021/11/20 2:12,2021/11/20 2:13,33,12 15,12 29,12 41,26,23,47,46,83,43,44,83,19
2021/11/20 2:13,2021/11/20 2:13,32,12 34,12 49,13 14,25,23,46,45,85,43,43,84,19
2021/11/20 2:14,2021/11/20 2:14,37,13 27,13 55,14 18,26,22,46,46,85,43,44,84,19
2021/11/20 2:14,2021/11/20 2:15,38,14 00,14 27,14 55,26,23,46,45,82,44,44,82,19
2021/11/20 2:15,2021/11/20 2:16,38,15 08,15 41,15 54,26,24,47,46,84,45,45,83,18
2021/11/20 2:16,2021/11/20 2:16,20,15 46,16 03,16 32,26,23,46,45,83,43,44,84,19
2021/11/20 2:16,2021/11/20 2:17,23,16 07,16 41,16 52,26,23,47,46,82,44,44,82,19
2021/11/20 2:17,2021/11/20 2:17,31,17 05,17 23,17 42,26,22,46,45,82,44,43,83,18
2021/11/20 2:17,2021/11/20 2:18,40,17 28,17 50,18 13,26,22,46,45,84,43,42,84,19
2021/11/20 2:18,2021/11/20 2:19,25,17 55,18 22,18 53,27,23,46,45,83,44,44,82,19
2021/11/20 2:19,2021/11/20 2:19,40,18 27,19 02,19 18,26,22,46,45,83,43,44,83,18
2021/11/20 2:19,2021/11/20 2:20,39,19 07,19 26,19 58,25,22,46,45,83,44,44,83,18
2021/11/20 2:20,2021/11/20 2:21,60,19 31,20 07,20 37,25,23,46,45,85,43,43,84,19
2021/11/20 2:22,2021/11/20 2:22,19,20 10,20 46,22 49,26,22,46,45,84,43,44,84,18
2021/11/20 2:22,2021/11/20 2:23,24,22 57,23 04,23 14,26,23,46,45,83,43,43,82,17
2021/11/20 2:23,2021/11/20 2:23,28,23 16,23 27,23 36,26,22,47,46,83,44,44,83,36
2021/11/20 2:23,2021/11/20 2:24,33,23 35,23 45,24 01,26,23,46,46,83,43,44,82,19
2021/11/20 2:24,2021/11/20 2:24,30,23 54,24 09,24 34,26,22,46,45,83,45,44,83,20
2021/11/20 2:24,2021/11/20 2:25,32,24 14,24 43,25 04,26,22,46,45,82,44,44,83,18
2021/11/20 2:25,2021/11/20 2:25,32,24 47,25 13,25 36,25,22,46,45,83,44,44,83,19
2021/11/20 2:25,2021/11/20 2:26,32,25 17,25 45,26 08,26,22,46,45,83,44,44,83,18
2021/11/20 2:26,2021/11/20 2:26,31,25 50,26 16,26 40,26,22,46,45,83,43,43,84,18
2021/11/20 2:26,2021/11/20 2:27,34,26 21,26 49,27 11,25,22,46,45,84,44,44,83,19
2021/11/20 2:27,2021/11/20 2:28,44,26 54,27 19,27 45,26,22,46,45,82,44,44,81,18
2021/11/20 2:28,2021/11/20 2:29,53,27 24,27 53,28 29,25,22,46,45,84,44,43,84,18
2021/11/20 2:29,2021/11/20 2:30,31,28 42,29 30,29 58,25,22,46,45,83,44,44,82,19
2021/11/20 2:30,2021/11/20 2:30,43,29 35,30 06,30 29,25,22,46,45,84,43,43,84,18
2021/11/20 2:30,2021/11/20 2:31,42,30 11,30 37,31 12,26,22,46,45,82,44,44,82,19
2021/11/20 2:31,2021/11/20 2:32,43,30 42,31 20,31 54,25,22,46,45,84,43,44,83,19
2021/11/20 2:32,2021/11/20 2:33,83,31 25,32 03,32 37,26,22,46,45,82,44,44,83,19
2021/11/20 2:35,2021/11/20 2:36,56,34 14,34 55,35 36,25,22,46,45,83,44,43,84,18
2021/11/20 2:36,2021/11/20 2:37,51,35 00,35 45,36 32,26,23,46,45,83,44,44,83,19
2021/11/20 2:37,2021/11/20 2:38,71,35 50,36 40,37 23,26,22,46,45,83,44,45,82,18
2021/11/20 2:38,2021/11/20 2:39,68,36 45,37 32,38 35,26,23,46,45,84,44,44,83,18
2021/11/20 2:39,2021/11/20 2:40,50,37 37,38 43,39 42,26,23,46,45,84,42,43,84,19
2021/11/20 2:40,2021/11/20 2:41,44,38 48,39 50,40 32,25,22,46,45,83,44,44,83,19
2021/11/20 2:41,2021/11/20 2:41,48,39 55,40 41,41 16,26,23,46,46,83,44,44,84,18
2021/11/20 2:41,2021/11/20 2:42,43,40 45,41 24,42 04,26,22,46,45,83,44,45,81,17
2021/11/20 2:42,2021/11/20 2:43,39,41 29,42 12,42 47,26,23,46,45,83,44,44,83,18
2021/11/20 2:43,2021/11/20 2:43,40,42 17,42 56,43 26,26,23,46,45,85,44,44,83,19
2021/11/20 2:43,2021/11/20 2:44,45,43 01,43 35,44 07,25,22,46,45,83,43,43,83,19
2021/11/20 2:44,2021/11/20 2:45,80,43 39,44 15,44 51,25,22,46,45,85,42,44,84,19
2021/11/20 2:45,2021/11/20 2:47,73,44 20,44 59,46 11,26,24,46,45,85,42,43,84,17
2021/11/20 2:47,2021/11/20 2:48,64,45 04,46 20,47 24,26,23,46,45,83,43,43,83,19
2021/11/20 2:48,2021/11/20 2:49,49,46 25,47 32,48 28,25,23,46,45,83,45,45,83,18
2021/11/20 2:49,2021/11/20 2:50,37,48 41,49 26,50 09,26,23,46,45,84,43,44,83,19
2021/11/20 2:50,2021/11/20 2:51,41,49 31,50 17,50 46,26,22,46,45,82,46,44,82,19
2021/11/20 2:51,2021/11/20 2:51,36,50 22,50 55,51 28,25,22,46,45,82,44,43,82,19
2021/11/20 2:51,2021/11/20 2:52,54,51 00,51 36,52 03,25,22,46,45,83,45,44,84,17
2021/11/20 2:52,2021/11/20 2:53,35,51 41,52 11,52 57,26,22,46,45,82,44,45,81,19
2021/11/20 2:53,2021/11/20 2:54,43,52 16,53 05,53 32,26,23,46,45,84,42,43,83,18
2021/11/20 2:54,2021/11/20 2:54,23,53 10,53 41,54 37,26,23,46,45,84,43,43,83,19
2021/11/20 2:54,2021/11/20 2:55,60,53 45,54 45,55 00,26,23,46,45,84,42,43,83,19
2021/11/20 2:55,2021/11/20 2:56,38,54 50,55 08,56 00,26,24,46,45,82,44,44,82,18
2021/11/20 2:56,2021/11/20 2:57,45,55 13,56 09,56 38,26,23,46,45,84,44,44,83,19
2021/11/20 2:57,2021/11/20 2:57,45,56 14,56 47,57 23,26,23,46,45,84,43,43,84,19
2021/11/20 2:57,2021/11/20 2:59,74,56 51,57 32,58 08,26,22,46,45,83,44,43,83,18
2021/11/20 2:59,2021/11/20 3:01,157,57 37,58 17,59 23,25,23,46,45,83,44,44,83,18
2021/11/20 3:01,2021/11/20 3:03,133,58 21,59 31,01 59,26,23,46,45,84,43,43,83,19
2021/11/20 3:03,2021/11/20 3:04,57,59 36,02 08,04 13,26,23,46,45,81,44,43,82,17
2021/11/20 3:04,2021/11/20 3:05,38,02 12,04 21,05 10,26,23,46,45,83,44,44,84,19
2021/11/20 3:05,2021/11/20 3:06,39,04 26,05 18,05 47,26,23,46,45,84,42,43,83,17
2021/11/20 3:06,2021/11/20 3:06,33,05 23,05 55,06 26,25,22,46,45,83,44,44,84,19
2021/11/20 3:06,2021/11/20 3:07,52,06 00,06 35,06 59,26,23,46,45,82,44,44,82,19
2021/11/20 3:07,2021/11/20 3:08,37,06 40,07 08,07 51,26,23,46,45,85,43,43,84,19
2021/11/20 3:08,2021/11/20 3:08,32,07 13,07 59,08 28,26,22,46,45,84,43,44,83,19
2021/11/20 3:08,2021/11/20 3:09,33,08 04,08 37,09 00,26,22,46,45,84,43,43,85,18
2021/11/20 3:09,2021/11/20 3:09,38,08 42,09 08,09 33,26,22,46,45,83,45,44,82,18
2021/11/20 3:09,2021/11/20 3:10,31,09 13,09 42,10 11,26,22,46,45,82,45,44,83,18
2021/11/20 3:10,2021/11/20 3:11,39,09 47,10 19,10 42,25,22,46,45,81,45,44,82,19
2021/11/20 3:11,2021/11/20 3:11,33,10 24,10 51,11 21,26,23,46,45,85,43,43,84,18
2021/11/20 3:11,2021/11/20 3:12,34,10 56,11 29,11 54,26,22,46,45,83,43,43,83,19
2021/11/20 3:12,2021/11/20 3:12,34,11 34,12 02,12 28,26,22,46,45,85,43,43,84,18
2021/11/20 3:12,2021/11/20 3:13,31,12 07,12 36,13 02,26,23,46,45,82,45,43,83,19
2021/11/20 3:13,2021/11/20 3:14,35,13 15,13 41,14 09,26,22,46,45,83,44,44,84,19
2021/11/20 3:14,2021/11/20 3:15,48,13 46,14 18,14 44,26,22,46,45,83,44,43,83,19
2021/11/20 3:15,2021/11/20 3:15,31,14 23,14 53,15 32,25,22,46,46,83,44,45,84,19
2021/11/20 3:15,2021/11/20 3:16,31,14 58,15 41,16 03,26,22,46,45,82,44,45,81,18
2021/11/20 3:16,2021/11/20 3:16,31,15 45,16 11,16 34,25,22,46,45,83,43,42,84,19
2021/11/20 3:17,2021/11/20 3:17,27,16 47,17 14,17 35,25,23,46,46,85,42,42,84,19
2021/11/20 3:17,2021/11/20 3:18,32,17 19,17 43,18 01,26,22,46,46,83,43,45,83,19
2021/11/20 3:18,2021/11/20 3:18,38,17 48,18 09,18 33,26,22,46,45,83,44,45,83,19
2021/11/20 3:18,2021/11/20 3:19,40,18 14,18 42,19 11,26,23,46,45,85,42,43,84,19
2021/11/20 3:19,2021/11/20 3:20,28,18 46,19 19,19 51,26,22,46,45,84,43,44,83,18
2021/11/20 3:20,2021/11/20 3:20,31,19 24,20 00,20 19,25,23,46,45,83,44,44,83,18
2021/11/20 3:20,2021/11/20 3:21,57,20 05,20 27,20 50,25,23,46,45,83,45,44,83,19
2021/11/20 3:21,2021/11/20 3:22,27,20 32,20 59,21 48,26,23,46,45,83,44,44,83,19
2021/11/20 3:22,2021/11/20 3:22,31,21 03,21 56,22 14,26,23,46,46,82,43,43,82,18
2021/11/20 3:22,2021/11/20 3:23,37,22 01,22 23,22 45,26,22,46,45,84,43,44,83,18
2021/11/20 3:23,2021/11/20 3:23,32,22 27,22 53,23 22,25,22,46,45,84,43,43,84,19
2021/11/20 3:23,2021/11/20 3:24,34,22 58,23 30,23 54,26,22,46,45,83,44,44,83,17
2021/11/20 3:24,2021/11/20 3:24,38,23 35,24 03,24 28,26,22,46,45,82,45,45,83,19
2021/11/20 3:24,2021/11/20 3:25,33,24 08,24 36,25 06,26,22,46,45,83,44,43,83,19
2021/11/20 3:25,2021/11/20 3:25,34,24 41,25 14,25 39,26,22,46,45,83,44,43,82,18
2021/11/20 3:25,2021/11/20 3:26,29,25 19,25 48,26 13,26,23,46,46,83,44,44,83,19
2021/11/20 3:26,2021/11/20 3:27,34,25 51,26 21,26 42,26,23,46,45,83,44,43,84,7
2021/11/20 3:27,2021/11/20 3:28,72,27 51,27 59,28 09,26,22,46,45,85,42,42,84,0
2021/11/20 3:28,2021/11/20 3:28,22,28 10,28 22,28 31,27,22,46,46,83,44,43,84,36
2021/11/20 3:28,2021/11/20 3:29,33,28 29,28 40,28 51,26,23,47,46,84,44,44,84,19
2021/11/20 3:29,2021/11/20 3:29,32,28 48,28 59,29 23,26,23,46,45,82,44,44,82,19
2021/11/20 3:30,2021/11/20 3:30,41,29 36,30 03,30 27,26,22,46,45,83,45,46,83,19
2021/11/20 3:30,2021/11/20 3:31,41,30 08,30 36,31 09,26,23,46,45,82,44,45,82,19
2021/11/20 3:31,2021/11/20 3:32,53,30 41,31 17,31 49,26,22,46,45,82,45,45,82,19
2021/11/20 3:32,2021/11/20 3:33,41,31 22,31 58,32 42,26,22,46,45,83,43,43,83,17
2021/11/20 3:33,2021/11/20 3:33,37,32 03,32 51,33 23,25,21,46,45,84,44,43,83,19
2021/11/20 3:33,2021/11/20 3:34,40,32 55,33 32,34 01,26,22,46,45,82,44,43,84,17
2021/11/20 3:34,2021/11/20 3:35,57,33 37,34 09,34 40,26,22,46,45,84,43,43,84,18
2021/11/20 3:35,2021/11/20 3:35,34,34 14,34 48,35 37,26,22,46,45,82,43,43,83,18
2021/11/20 3:36,2021/11/20 3:37,52,35 51,36 20,36 45,26,23,46,46,85,42,43,83,18
2021/11/20 3:37,2021/11/20 3:38,52,36 24,36 54,37 38,26,22,46,45,84,42,43,84,18
2021/11/20 3:38,2021/11/20 3:38,36,36 59,37 46,38 29,26,23,46,45,84,43,43,84,18
2021/11/20 3:38,2021/11/20 3:40,78,37 51,38 38,39 05,25,23,46,45,84,43,43,84,18
2021/11/20 3:40,2021/11/20 3:40,40,38 43,39 13,40 24,26,22,46,45,85,43,43,83,19
2021/11/20 3:40,2021/11/20 3:41,28,39 18,40 32,41 04,26,22,46,45,83,44,44,82,18
2021/11/20 3:41,2021/11/20 3:41,36,40 37,41 12,41 31,26,24,46,45,83,44,44,83,19
2021/11/20 3:41,2021/11/20 3:42,59,41 17,41 39,42 07,25,23,46,45,83,44,44,83,19
2021/11/20 3:42,2021/11/20 3:43,38,41 44,42 15,43 06,26,22,46,45,82,44,43,83,19
2021/11/20 3:43,2021/11/20 3:44,45,42 20,43 14,43 45,26,23,46,45,84,42,43,84,18
2021/11/20 3:44,2021/11/20 3:44,44,43 19,43 53,44 29,26,23,46,45,84,43,44,83,19
2021/11/20 3:44,2021/11/20 3:45,54,43 58,44 37,45 13,26,22,46,45,84,44,43,84,19
2021/11/20 3:45,2021/11/20 3:47,70,44 42,45 21,46 08,26,23,46,45,84,44,45,84,19
2021/11/20 3:47,2021/11/20 3:48,41,46 21,47 25,47 44,26,22,46,45,83,44,44,83,19
2021/11/20 3:48,2021/11/20 3:48,26,47 30,47 52,48 25,25,22,46,45,84,44,44,84,19
2021/11/20 3:48,2021/11/20 3:49,34,47 57,48 34,48 51,26,23,46,45,82,44,44,82,19
2021/11/20 3:49,2021/11/20 3:50,38,49 05,49 33,50 02,26,22,46,45,83,43,43,84,18
2021/11/20 3:50,2021/11/20 3:51,37,49 38,50 11,50 40,26,22,46,45,83,43,43,84,18
2021/11/20 3:51,2021/11/20 3:51,42,50 15,50 48,51 18,26,22,45,45,84,44,46,83,19
2021/11/20 3:51,2021/11/20 3:52,42,50 53,51 26,51 59,27,22,46,45,82,44,44,83,18
2021/11/20 3:52,2021/11/20 3:53,33,51 31,52 08,52 41,26,23,46,45,83,43,43,83,19
2021/11/20 3:53,2021/11/20 3:53,34,52 12,52 50,53 14,26,22,46,45,83,44,44,83,19
2021/11/20 3:53,2021/11/20 3:54,32,52 54,53 22,53 48,26,23,46,45,84,44,44,83,17
2021/11/20 3:54,2021/11/20 3:54,40,53 27,53 56,54 21,26,22,46,45,84,43,43,83,18
2021/11/20 3:55,2021/11/20 3:56,35,54 34,55 09,55 40,26,23,46,45,84,42,43,83,19
2021/11/20 3:56,2021/11/20 3:56,28,55 14,55 48,56 15,26,22,46,45,84,43,43,83,18
2021/11/20 3:56,2021/11/20 3:56,28,55 53,56 24,56 44,26,23,46,46,83,43,43,84,18
2021/11/20 3:56,2021/11/20 3:57,43,56 29,56 52,57 11,26,24,46,45,83,43,43,82,19
2021/11/20 3:57,2021/11/20 3:58,28,56 57,57 20,57 54,25,22,46,45,84,44,44,85,18
2021/11/20 3:58,2021/11/20 3:58,24,57 24,58 03,58 22,26,23,46,45,84,43,43,84,19
2021/11/20 3:58,2021/11/20 3:58,26,58 07,58 31,58 46,26,23,47,46,83,43,43,83,18
2021/11/20 3:58,2021/11/20 3:59,28,58 36,58 54,59 12,26,22,46,45,84,44,44,84,18
2021/11/20 3:59,2021/11/20 4:00,40,58 59,59 20,59 40,26,22,46,45,83,44,44,83,18
2021/11/20 4:00,2021/11/20 4:00,29,59 25,59 48,00 20,26,23,46,45,84,43,43,84,19
2021/11/20 4:00,2021/11/20 4:01,25,59 53,00 29,00 49,26,23,46,45,82,45,45,82,19
2021/11/20 4:01,2021/11/20 4:01,27,00 33,00 57,01 14,26,22,46,45,83,43,44,83,19
2021/11/20 4:01,2021/11/20 4:01,26,01 02,01 22,01 41,26,22,46,45,85,42,43,84,18
2021/11/20 4:02,2021/11/20 4:02,28,01 54,02 15,02 36,26,22,46,45,84,42,43,84,19
2021/11/20 4:03,2021/11/20 4:03,19,02 20,02 45,03 23,26,22,46,45,84,43,43,84,19
2021/11/20 4:04,2021/11/20 4:08,232,03 36,04 15,04 26,26,23,47,46,84,43,44,83,18
2021/11/20 4:08,2021/11/20 4:08,35,04 19,04 34,08 17,26,22,46,45,85,44,43,84,18
2021/11/20 4:08,2021/11/20 4:09,81,04 39,08 26,08 52,26,22,46,45,82,43,44,82,18
2021/11/20 4:09,2021/11/20 4:10,23,08 31,10 07,10 17,26,22,46,45,83,43,43,83,18
2021/11/20 4:10,2021/11/20 4:10,19,10 12,10 25,10 36,27,22,47,46,85,42,42,84,18
2021/11/20 4:10,2021/11/20 4:11,29,10 31,10 44,10 55,26,22,47,46,83,44,44,83,19
2021/11/20 4:11,2021/11/20 4:11,38,10 50,11 03,11 24,25,22,46,45,83,44,45,83,18
2021/11/20 4:11,2021/11/20 4:12,46,11 09,11 32,12 02,26,22,46,45,83,44,44,82,19
2021/11/20 4:12,2021/11/20 4:13,46,11 37,12 11,12 48,25,22,46,46,83,45,44,82,19
2021/11/20 4:13,2021/11/20 4:13,33,12 15,12 57,13 34,26,22,46,45,84,43,43,83,19
